syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
lich,ø,h,ch,ich,lich,rlich,C,KC,CKC,CCKC,KCCKC,noacc,ab,ab,a,ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,acc,7,9,11,13,3,4,3,4,2,light,light,schwa,light,c,c,c,c,KC,KC,CKC,CKC,,,C,C,C,C,C,C,K,K,K,K,2,2,3,4,1,1,1,1,0,0,1,1,1,1,1,1,VC,VC,CVC,CVC,1,1,2,2,A,V,F,1,abaenderlich,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,acc,7,9,7,15,3,4,3,5,2,light,light,schwa,light,c,c,o,c,KC,KC,CK,CKC,,,C,C,C,C,,C,K,K,K,K,2,2,2,4,1,1,0,1,0,0,1,1,1,1,1,1,VC,VC,CV,CVC,1,1,1,2,N,V,T,1,Abaenderung,prima
ten,ø,n,en,ten,iten,eiten,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,acc,7,10,11,10,3,5,5,3,1,light,light,light,schwa,c,c,o,c,KC,KC,CD,CKC,,,C,C,C,C,,C,K,K,D,K,2,2,3,3,1,1,0,1,0,0,1,1,1,1,2,1,VC,VC,CVV,CVC,1,1,0,2,V,V,F,1,abarbeiten,prima
dig,ø,g,ig,dig,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,acc,7,11,13,10,3,5,4,3,1,light,light,light,light,c,o,c,c,KC,CD,CKC,CKC,,C,C,C,C,,C,C,K,D,K,K,2,3,3,3,1,0,1,1,0,1,1,1,1,2,1,1,VC,CVV,CVC,CVC,1,0,2,2,A,N,F,1,abbauwuerdig,prima
men,ø,n,en,men,mmen,ommen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,7,12,3,3,3,4,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CK,CKC,,C,C,C,C,,,C,K,K,K,K,2,2,3,3,1,0,1,1,0,1,1,1,1,1,1,1,VC,CV,CVC,CVC,1,1,2,2,V,V,F,1,abbekommen,prima
fen,ø,n,en,fen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,10,3,3,6,3,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,V,V,F,1,abberufen,prima
ø,ø,g,ng,ung,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,12,3,3,6,4,2,light,schwa,light,light,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,4,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,N,V,T,1,Abberufung,prima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,8,13,3,3,2,4,2,light,schwa,light,schwa,c,o,c,c,KC,CK,CCK,CKC,,C,CC,C,C,,,C,K,K,K,K,2,2,4,3,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,V,V,F,1,abbestellen,prima
lung,ø,g,ng,ung,lung,llung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,8,15,3,3,2,5,2,light,schwa,light,light,c,o,c,c,KC,CK,CCK,CKC,,C,CC,C,C,,,C,K,K,K,K,2,2,4,4,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,N,V,T,1,Abbestellung,prima
len,ø,n,en,len,ø,ø,C,KC,CKC,LCKC,ALCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,ø,acc,7,7,11,13,3,3,5,4,2,light,schwa,light,schwa,c,o,o,c,KC,CK,AL,CKC,,C,A,C,C,,,C,K,K,L,K,2,2,3,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,V,V,F,1,abbezahlen,prima
lung,ø,g,ng,ung,lung,elung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,7,15,3,3,3,5,2,light,light,schwa,light,c,c,o,c,KC,CCK,CK,CKC,,CC,C,C,C,,,C,K,K,K,K,2,3,3,4,1,1,0,1,0,2,1,1,1,1,1,1,VC,CCVC,CV,CVC,1,3,1,2,N,V,T,1,Abbroeckelung,prima
ø,ø,t,it,eit,ø,rbeit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,14,10,12,3,3,5,4,1,light,light,light,light,c,c,c,c,KC,CCKC,KC,CDC,,CC,,C,C,C,C,C,K,K,K,D,2,5,2,4,1,1,1,1,0,2,0,1,1,1,1,2,VC,CCVC,VC,CVVC,1,3,1,1,N,NN,T,2,Abbrucharbeit,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,ø,ø,acc,7,9,9,13,3,4,4,4,1,light,light,light,schwa,c,o,o,c,KC,CN,CL,CKC,,C,C,C,C,,,C,K,N,L,K,2,4,3,3,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,V,V,F,1,abchangieren,prima
me,ø,e,me,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,11,9,3,2,3,4,0,light,heavy,light,schwa,c,c,c,o,KC,CKCA,CKC,CK,,C,C,C,C,CA,C,,K,K,K,K,2,5,3,2,1,2,1,0,0,1,1,1,1,1,1,1,VC,CVCC,CVC,CV,1,3,2,1,N,VN,T,2,Abdampfwaerme,prima
rei,ø,i,ei,rei,erei,ø,D,CD,KCD,CKCD,ø,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,7,14,3,3,3,7,2,light,light,schwa,light,c,c,o,o,KC,CK,CK,CD,,C,C,C,C,,,,K,K,K,D,2,2,3,3,1,1,0,0,0,1,1,1,1,1,1,2,VC,CVC,CV,CVV,1,2,1,0,N,V,T,1,Abdeckerei,ultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,10,3,3,6,3,1,light,light,light,light,c,o,o,c,KC,CL,CL,CKC,,C,C,C,C,,,C,K,L,L,K,2,2,2,5,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,A,N,F,1,abderitisch,antepaenultima
ø,ø,l,al,ø,ø,ø,C,LC,CLC,LCLC,CLCLC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,7,7,11,17,3,3,5,5,3,light,light,light,light,c,o,o,c,KC,CL,CL,CLC,,C,C,C,C,,,C,K,L,L,L,2,2,2,3,1,0,0,1,0,1,1,1,1,2,2,2,VC,CVV,CVV,CVVC,1,0,0,1,A,N,F,1,abdominal,ultima
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,10,9,9,3,3,4,4,0,light,light,light,light,c,c,o,c,KC,CKC,AL,LC,,C,A,,C,C,,C,K,K,L,L,2,3,2,2,1,1,0,1,0,1,1,0,1,1,2,2,VC,CVC,CVV,VVC,1,2,0,0,N,R,T,1,Abduktion,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,ø,ø,7,9,9,13,3,4,4,4,1,light,light,light,schwa,c,o,o,c,KC,CL,AL,CKC,,C,A,C,C,,,C,K,L,L,K,2,2,3,3,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,V,R,F,1,abduzieren,paenultima
ø,ø,g,ø,ø,ø,ø,C,LC,ø,ø,ø,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,9,10,10,2,4,3,-1,light,schwa,light,light,o,c,c,c,L,CKCC,KC,ALC,,C,,A,,CC,C,C,L,K,K,L,1,4,2,3,0,2,1,1,0,1,0,1,2,1,1,2,VV,CVCC,VC,CVVC,0,3,1,1,N,NN,T,2,Abendanzug,prima
ø,ø,g,ng,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,10,7,13,10,3,3,4,0,light,schwa,schwa,light,o,c,o,c,L,CKC,CK,CKC,,C,C,C,,C,,C,L,K,K,K,1,3,2,4,0,1,0,1,0,1,1,1,2,1,1,1,VV,CVC,CV,CVC,0,2,1,2,A,NA,F,2,abendelang,prima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,6,10,10,2,6,3,-1,light,schwa,light,schwa,o,c,c,c,L,CKCC,K,CKC,,C,,C,,CC,,C,L,K,K,K,1,4,2,3,0,2,1,1,0,1,0,1,2,1,1,1,VV,CVCC,VC,CVC,0,3,1,2,N,NN,T,2,Abendessen,prima
ø,ø,d,nd,end,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,9,14,10,2,4,3,1,light,schwa,light,schwa,o,c,c,c,L,CKCC,CK,CKCC,,C,C,C,,CC,,CC,L,K,K,K,1,4,3,4,0,2,1,2,0,1,1,1,2,1,1,1,VV,CVCC,CVC,CVCC,0,3,2,3,A,NF,F,2,abendfuellend,prima
ø,ø,s,us,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,13,10,10,2,4,3,0,light,schwa,light,light,o,c,c,c,L,CKCC,CKC,CKC,,C,C,C,,CC,C,C,L,K,K,K,1,4,3,3,0,2,1,1,0,1,1,1,2,1,1,1,VV,CVCC,CVC,CVC,0,3,2,2,N,NN,T,2,Abendkursus,prima
der,ø,r,er,der,nder,ø,C,KC,CKC,CCKC,KCCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,13,11,10,2,4,3,0,light,schwa,light,schwa,o,c,c,c,L,CKCC,CKC,CKC,,C,C,C,,CC,C,C,L,K,K,K,1,4,3,3,0,2,1,1,0,1,1,1,2,1,1,1,VV,CVCC,CVC,CVC,0,3,2,2,N,N,T,1,Abendlaender,prima
ø,ø,h,ch,sch,isch,ø,C,KC,CKC,CCKC,KCCKC,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,13,10,10,2,4,3,0,light,schwa,light,light,o,c,c,c,L,CKCC,CKC,CKC,,C,C,C,,CC,C,C,L,K,K,K,1,4,3,5,0,2,1,1,0,1,1,1,2,1,1,1,VV,CVCC,CVC,CVC,0,3,2,2,A,N,F,1,abendlaendisch,prima
ø,ø,m,ø,ø,ø,ø,C,KC,CKC,CCKC,LCCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,11,14,10,2,3,3,1,light,schwa,light,light,o,c,o,c,L,CKCC,CCL,CCKC,,C,CC,CC,,CC,,C,L,K,L,K,1,4,3,5,0,2,0,1,0,1,2,2,2,1,2,1,VV,CVCC,CCVV,CCVC,0,3,1,3,N,NN,T,2,Abendprogramm,prima
te,ø,e,te,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,10,7,10,2,5,3,-1,light,schwa,light,schwa,o,c,o,o,L,CKCC,CL,CK,,C,C,C,,CC,,,L,K,L,K,1,4,2,2,0,2,0,0,0,1,1,1,2,1,2,1,VV,CVCC,CVV,CV,0,3,0,1,N,NN,T,2,Abendroete,prima
ø,ø,n,rn,ern,ø,ø,C,CC,KCC,ø,ø,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,10,11,13,10,3,5,4,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CD,KCC,,C,C,,,C,,CC,L,K,D,K,1,3,3,3,0,1,0,2,0,1,1,0,2,1,2,1,VV,CVC,CVV,VCC,0,2,0,2,V,N,F,1,abenteuern,prima
er,er,r,er,uer,ø,ø,C,KC,DKC,CDKC,CCDKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,10,11,10,10,3,5,5,0,light,schwa,light,schwa,o,c,o,c,L,CKC,CD,KC,,C,C,,,C,,C,L,K,D,K,1,3,3,2,0,1,0,1,0,1,1,0,2,1,2,1,VV,CVC,CVV,VC,0,2,0,1,N,N,T,1,Abenteuer,prima
rer,ø,r,er,rer,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,10,11,14,10,3,5,4,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CD,CKC,,C,C,C,,C,,C,L,K,D,K,1,3,3,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,N,N,T,1,Abenteurer,prima
be,ø,e,be,ø,ø,ø,K,CK,DCK,CDCK,CCDCK,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,15,7,10,3,5,3,-1,light,schwa,light,schwa,o,c,o,o,L,CKC,CCD,CK,,C,CC,C,,C,,,L,K,D,K,1,3,4,2,0,1,0,0,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CV,0,2,1,1,N,N,T,1,Aberglaube,prima
ben,ø,n,en,ben,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,A,ø,A,Ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,15,10,10,3,5,3,0,light,schwa,light,schwa,o,c,o,c,L,CKC,CCD,CKC,,C,CC,C,,C,,C,L,K,D,K,1,3,4,3,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,N,N,T,1,Aberglauben,prima
ø,ø,g,ig,ø,ø,ø,C,KC,CKC,DCKC,CDCKC,noacc,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,15,10,10,3,5,3,0,light,schwa,light,light,o,c,o,c,L,CKC,CCD,CKC,,C,CC,C,,C,,C,L,K,D,K,1,3,4,3,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,A,N,F,1,aberglaeubig,prima
ø,ø,h,ch,sch,isch,ø,C,KC,CKC,DCKC,CDCKC,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,15,10,10,3,5,3,0,light,schwa,light,light,o,c,o,c,L,CKC,CCD,CKC,,C,CC,C,,C,,C,L,K,D,K,1,3,4,5,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,A,N,F,1,aberglaeubisch,prima
ø,ø,t,rt,ert,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,12,12,10,3,4,3,0,light,schwa,light,schwa,o,c,c,c,L,CKC,CKC,CKCC,,C,C,C,,C,C,CC,L,K,K,K,1,3,3,4,0,1,1,2,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVCC,0,2,2,3,X,ø,F,1,aberhundert,prima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,acc,7,10,7,12,3,5,3,4,1,light,light,light,schwa,c,c,c,c,KC,KC,CK,CKC,,,C,C,C,C,,C,K,K,K,K,2,2,3,3,1,1,1,1,0,0,1,1,1,1,1,1,VC,VC,CVC,CVC,1,1,2,2,V,V,F,1,aberkennen,prima
nung,ø,g,ng,ung,nung,ø,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,acc,7,10,7,14,3,5,3,4,1,light,light,light,light,c,c,c,c,KC,KC,CK,CKC,,,C,C,C,C,,C,K,K,K,K,2,2,3,4,1,1,1,1,0,0,1,1,1,1,1,1,VC,VC,CVC,CVC,1,1,2,2,N,V,T,1,Aberkennung,prima
ø,ø,g,ig,lig,ø,ø,C,KC,CKC,LCKC,CLCKC,noacc,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,13,13,10,3,6,4,1,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,A,N,F,1,abermalig,prima
ø,ø,g,ig,ø,ø,ø,C,KC,AKC,KAKC,CKAKC,noacc,a,ø,a,ab,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,10,11,9,10,10,3,4,3,-1,light,schwa,light,light,o,c,c,c,L,CKC,CK,AKC,,C,C,A,,C,,C,L,K,K,K,1,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,N,F,1,aberwitzig,prima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ab,ø,ø,ø,K,KC,KCK,KCKC,KCKCL,acc,6,7,9,12,6,3,4,4,2,light,light,light,light,c,c,o,c,K,CK,CL,CKC,,C,C,C,,,,C,K,K,L,K,1,3,2,5,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,A,V,F,1,abessinisch,paenultima
mer,ø,r,er,mer,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,13,3,3,10,4,1,light,light,light,schwa,c,c,o,c,KC,CKC,D,CKC,,C,,C,C,C,,C,K,K,D,K,2,4,2,3,1,1,0,1,0,1,0,1,1,1,2,1,VC,CVC,VV,CVC,1,2,0,2,N,NN,T,2,Abfalleimer,prima
ø,ø,t,ø,ø,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,11,11,3,3,3,2,1,light,light,light,heavy,c,c,o,c,KC,CKC,CCL,CKCC,,C,CC,C,C,C,,CC,K,K,L,K,2,4,3,4,1,1,0,2,0,1,2,1,1,1,2,1,VC,CVC,CCVV,CVCC,1,2,1,3,N,VN,T,2,Abfallprodukt,prima
gen,ø,n,en,gen,igen,tigen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,9,10,3,3,4,3,0,light,light,light,schwa,c,c,c,c,KC,CKC,CK,CKC,,C,C,C,C,C,,C,K,K,K,K,2,3,2,3,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,V,V,F,1,abfertigen,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,9,12,3,3,4,4,1,light,light,light,light,c,c,c,c,KC,CKC,CK,CKC,,C,C,C,C,C,,C,K,K,K,K,2,3,2,4,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,N,V,T,1,Abfertigung,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,9,13,3,3,4,4,1,light,light,light,schwa,c,c,o,c,KC,CCK,CL,CKC,,CC,C,C,C,,,C,K,K,L,K,2,4,3,3,1,1,0,1,0,2,1,1,1,1,2,1,VC,CCVC,CVV,CVC,1,3,0,2,V,V,F,1,abfrottieren,prima
ø,ø,l,el,tel,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,13,11,11,3,4,5,3,1,light,light,light,schwa,c,c,c,c,KC,CLC,CK,CKC,,C,C,C,C,C,,C,K,L,K,K,2,4,3,3,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,N,VN,T,2,Abfuehrmittel,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,9,7,15,3,4,3,5,2,light,light,schwa,light,c,c,o,c,KC,CK,CK,CKC,,C,C,C,C,,,C,K,K,K,K,2,3,2,4,1,1,0,1,0,1,1,1,1,1,1,1,VC,CVC,CV,CVC,1,2,1,2,N,V,T,1,Abfuetterung,prima
ø,ø,i,ei,rei,ø,ø,D,CD,ø,ø,ø,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,10,15,3,5,3,5,2,light,light,schwa,light,c,o,c,o,KC,CL,CKC,ø,,C,C,CC,C,,C,,K,L,K,D,2,2,3,4,1,0,1,0,0,1,1,2,1,2,1,2,VC,CVV,CVC,CCVV,1,0,2,1,A,N,F,1,abgabenfrei,prima
ø,ø,l,ll,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,7,11,3,5,3,3,0,light,light,schwa,light,c,o,o,c,KC,CL,CK,CKC,,C,C,C,C,,,C,K,L,K,K,2,2,2,4,1,0,0,1,0,1,1,1,1,2,1,1,VC,CVV,CV,CVC,1,0,1,2,N,NN,T,2,Abgabesoll,prima
ø,nis,s,is,nis,ø,ø,C,KC,CKC,CCKC,DCCKC,noacc,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,12,12,3,2,4,4,1,light,heavy,light,light,c,c,c,c,KC,CKCC,ADC,CKC,,C,A,C,C,CC,C,C,K,K,D,K,2,5,4,3,1,2,1,1,0,1,1,1,1,1,2,1,VC,CVCC,CVVC,CVC,1,3,1,2,N,NN,T,2,Abgangszeugnis,prima
ø,ø,n,en,hen,chen,ø,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,11,10,3,3,3,3,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CCK,CKC,,C,CC,C,C,,,C,K,K,K,K,2,2,3,5,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,A,F,F,1,abgedroschen,prima
heit,heit,t,it,eit,heit,theit,C,DC,CDC,CCDC,CCCDC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,12,3,3,3,4,2,light,schwa,heavy,light,c,o,c,c,KC,CK,ø,CDC,,C,C,C,C,,CC,C,K,K,D,D,2,2,5,4,1,0,2,1,0,1,1,1,1,1,2,2,VC,CV,ø,CVVC,1,1,1,1,N,A,T,1,Abgefeimtheit,prima
fen,ø,n,en,fen,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,10,3,3,4,3,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CCK,CKC,,C,CC,C,C,,,C,K,K,K,K,2,2,4,3,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,A,F,F,1,abgegriffen,prima
ø,ø,t,et,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,ø,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,11,8,3,3,3,2,0,light,schwa,light,schwa,c,o,c,c,KC,CK,CKC,CKC,,C,C,C,C,,C,C,K,K,K,K,2,2,3,3,1,0,1,1,0,1,1,1,1,1,1,1,VC,CV,CVC,CVC,1,1,2,2,A,F,F,1,abgekartet,prima
heit,heit,t,it,eit,heit,theit,C,DC,CDC,CCDC,CCCDC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,16,12,3,3,3,4,2,light,schwa,heavy,light,c,o,c,c,KC,CK,CCKCC,CDC,,C,CC,C,C,,CC,C,K,K,K,D,2,2,5,4,1,0,2,1,0,1,2,1,1,1,1,2,VC,CV,CCVCC,CVVC,1,1,4,1,N,A,T,1,Abgeklaertheit,prima
ø,ø,t,rt,ert,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ab,ab,a,ab,ø,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,10,12,3,3,5,3,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKCC,,C,C,C,C,,,CC,K,K,L,K,2,2,2,4,1,0,0,2,0,1,1,1,1,1,2,1,VC,CV,CVV,CVCC,1,1,0,3,A,F,F,1,abgeledert,prima
